"","gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_name","gene_biotype"
"1","ENSGALG00000000003",2416.06415985962,0.709537962466038,0.210525113125023,0.000239917796159143,0.00146370280878754,NA,"protein_coding"
"2","ENSGALG00000000044",10.8486177283792,-1.33185755038806,0.744949809459418,0.00548722252431897,0.0199956835660299,NA,"protein_coding"
"3","ENSGALG00000000048",1739.65937584939,-1.59539731581925,0.355570844242847,6.24964223814824e-07,9.11137200165712e-06,NA,"protein_coding"
"4","ENSGALG00000000059",16366.6290092457,-1.50270305106946,0.213885810903629,2.61642809785585e-13,2.73872406287922e-11,NA,"protein_coding"
"5","ENSGALG00000000067",472.222041601361,-1.01541536952235,0.297279629790599,0.000104475414475441,0.0007334536256618,NA,"protein_coding"
"6","ENSGALG00000000102",184.98924635086,-0.646348687827989,0.264694407610457,0.00489766640738013,0.0181960758728428,NA,"protein_coding"
"7","ENSGALG00000000104",81.1388885899885,1.47431600301334,0.543387153975264,0.000523928078138924,0.00282869543665153,NA,"protein_coding"
"8","ENSGALG00000000109",1289.02921691292,-0.997819946780746,0.461585656077793,0.00408845312864071,0.0156934607937441,NA,"protein_coding"
"9","ENSGALG00000000112",119854.852446955,1.13285848205166,0.399847069143511,0.000719365849098623,0.00368524182029297,"PLP1","protein_coding"
"10","ENSGALG00000000122",18033.7101190778,-1.25754253800522,0.261885185916032,2.13938294842474e-07,3.67721246264297e-06,"RACK1","protein_coding"
"11","ENSGALG00000000129",2713.34060976599,-0.565533013209172,0.127890142855925,4.48967276102329e-06,4.9062511955065e-05,NA,"protein_coding"
"12","ENSGALG00000000137",1402.34799995207,-1.00595484246134,0.274530012087639,4.2033820950528e-05,0.000336994041286677,"SNRPE","protein_coding"
"13","ENSGALG00000000142",1441.35570831972,0.57365839128173,0.113934504819226,2.36756429167382e-07,3.99207763642232e-06,"CEPT1","protein_coding"
"14","ENSGALG00000000150",12771.0901257626,-0.819890723124832,0.184384692278857,2.26868303029721e-06,2.72886392643626e-05,"RPL9","protein_coding"
"15","ENSGALG00000000156",7325.81185556087,-0.696416041566453,0.120811070446891,3.29383943464126e-09,1.01271974168706e-07,"BRD2","protein_coding"
"16","ENSGALG00000000161",449.375024525745,0.629559427979443,0.236838630034057,0.00289937956919414,0.0118105028712779,NA,"protein_coding"
"17","ENSGALG00000000201",995.804730568966,-1.07765839671898,0.248492482956671,2.17287033193515e-06,2.6271849464384e-05,"PLEKHM1","protein_coding"
"18","ENSGALG00000000209",7408.40332880221,0.651095895030417,0.276086999243646,0.00566799545120758,0.0205539297872518,"PRNP","protein_coding"
"19","ENSGALG00000000225",57.1704740031409,-0.916595229586204,0.293047099884062,0.000352833749249383,0.00203340501577931,"MGAT4C","protein_coding"
"20","ENSGALG00000000226",256.763243024449,-0.906234495920475,0.300162275673969,0.000491732313110755,0.00268018278809469,NA,"protein_coding"
"21","ENSGALG00000000233",613.094631077749,-0.705530357286238,0.164674208873161,6.06754027332055e-06,6.3942539803455e-05,NA,"protein_coding"
"22","ENSGALG00000000234",1160.97259005669,0.805718000282576,0.3093956434487,0.0021582052883576,0.009244064582225,NA,"protein_coding"
"23","ENSGALG00000000244",1085.06861029657,1.7546865104517,0.284031898865462,5.7600544670997e-11,3.01464423682589e-09,"CAMK4","protein_coding"
"24","ENSGALG00000000253",1849.45420129879,0.612190044949581,0.203454906534026,0.00104254524382182,0.0050218983926805,"SLC25A46","protein_coding"
"25","ENSGALG00000000255",1004.91720105105,0.472843750418921,0.216244961895518,0.0152557086649169,0.0460515930725902,"MAN2A1","protein_coding"
"26","ENSGALG00000000293",340.058532090217,-0.813499967186029,0.200375177456851,1.25791853099571e-05,0.000119823814261309,NA,"protein_coding"
"27","ENSGALG00000000295",57.6779064570743,-1.49833082203271,0.492348702730965,0.000189567827019318,0.00120188710134681,NA,"protein_coding"
"28","ENSGALG00000000318",254.815570567066,-1.15504957618256,0.26370035720076,1.68947360074835e-06,2.11832248513749e-05,"CSRP1","protein_coding"
"29","ENSGALG00000000329",19039.0954993665,0.66943118755741,0.258200477398191,0.00313918802490093,0.0126137883507337,"AHCYL1","protein_coding"
"30","ENSGALG00000000337",1962.30844436769,-1.65353607624272,0.471457345161392,3.09270797646908e-05,0.000259330940673141,NA,"protein_coding"
"31","ENSGALG00000000349",4049.17391905911,-0.905104544730921,0.154672196772281,1.09326167441552e-09,3.77215768846482e-08,"PSMC5","protein_coding"
"32","ENSGALG00000000371",5218.23952235939,-0.712447023995667,0.322167628059166,0.00748690565301922,0.0256568008326382,"CRHR1","protein_coding"
"33","ENSGALG00000000374",823.358033713137,-1.13766007870054,0.204784848095404,4.153976212555e-09,1.2383501566772e-07,NA,"protein_coding"
"34","ENSGALG00000000377",9871.51593125325,-0.508770239585339,0.148109859773164,0.000295642857067216,0.00174427413327307,"HNRNPM","protein_coding"
"35","ENSGALG00000000379",59.0897401667533,-0.908569381436377,0.338869614908561,0.00139198368039186,0.00640223153124197,"ITGB3","protein_coding"
"36","ENSGALG00000000404",3293.57741723593,0.79262921054362,0.125493899220866,7.85530476391674e-11,3.91337000966034e-09,"COPS2","protein_coding"
"37","ENSGALG00000000407",138.974761346989,-0.714871618488027,0.332529531799137,0.008420032350089,0.0282670347291637,NA,"protein_coding"
"38","ENSGALG00000000419",672.537536727811,-0.607769661958097,0.279026040576972,0.0105683829218018,0.0340616001728093,"LAMTOR5","protein_coding"
"39","ENSGALG00000000436",1008.32868604855,-1.88867425038988,0.351728928519436,5.94084571223548e-09,1.69250515765094e-07,NA,"protein_coding"
"40","ENSGALG00000000461",951.57416090241,-0.98022869081877,0.234244991319747,5.25937000679819e-06,5.62206436986024e-05,NA,"protein_coding"
"41","ENSGALG00000000466",44.0744963519318,-1.12195074439875,0.323894749219436,7.90362250426081e-05,0.00058022180653817,NA,"protein_coding"
"42","ENSGALG00000000470",4552.6216209761,-0.546930778106901,0.25965164603487,0.0144646531323919,0.0440008844347306,"LMNB2","protein_coding"
"43","ENSGALG00000000498",484.229275549069,-1.01853862496298,0.253873405845814,1.0347611167178e-05,0.000100940676055948,"ACE","protein_coding"
"44","ENSGALG00000000507",227.528646027813,-1.14041227561268,0.256551826949659,1.28505166715048e-06,1.67668646094872e-05,NA,"protein_coding"
"45","ENSGALG00000000513",725.469455523619,-0.507355660280102,0.174132640377448,0.00181188567038058,0.0079865279892432,NA,"protein_coding"
"46","ENSGALG00000000516",191.814494607647,-0.593007527354653,0.242335608798645,0.00565282077417224,0.0205028920896198,"FANCA","protein_coding"
"47","ENSGALG00000000518",1976.90972114564,-0.898109424395529,0.172705344549098,3.50603078176704e-08,7.77671018165279e-07,NA,"protein_coding"
"48","ENSGALG00000000521",1113.19557093642,-0.792192583339243,0.209585497817772,4.15314187495356e-05,0.000333540256095408,NA,"protein_coding"
"49","ENSGALG00000000528",481.880984464001,-1.48655191489881,0.236498401492116,3.39580315307145e-11,1.93767156577366e-09,NA,"protein_coding"
"50","ENSGALG00000000529",1196.52434529658,-1.82037160703124,0.237593574345507,1.58143326785036e-15,3.101606804904e-13,"LIMD2","protein_coding"
"51","ENSGALG00000000533",9154.04146831911,-0.44085934458858,0.171001125438741,0.00567663755230255,0.0205767419120084,"SRSF3","protein_coding"
